,Image_path,filename,type,folder,habitat,color_control,tv_loss,layers,sex,fish_n,species,img_width,img_height,image_extension
23,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F03.jpg,ZONI_SDCK_F03.jpg,else,zonistium,,,,,,,,6585,2468,.jpg
24,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F09.jpg,ZONI_SDCK_F09.jpg,else,zonistium,,,,,,,,6530,2465,.jpg
25,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F02.jpg,ZONI_SDCK_F02.jpg,else,zonistium,,,,,,,,6565,2351,.jpg
26,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M11.jpg,ZONI_SDCK_M11.jpg,else,zonistium,,,,,,,,6573,2279,.jpg
27,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F10.jpg,ZONI_SDCK_F10.jpg,else,zonistium,,,,,,,,6523,2448,.jpg
28,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M10.jpg,ZONI_SDCK_M10.jpg,else,zonistium,,,,,,,,6650,2115,.jpg
29,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F01.jpg,ZONI_SDCK_F01.jpg,else,zonistium,,,,,,,,6637,2370,.jpg
30,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M02.jpg,ZONI_SDCK_M02.jpg,else,zonistium,,,,,,,,6718,2128,.jpg
31,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M07.jpg,ZONI_SDCK_M07.jpg,else,zonistium,,,,,,,,6612,2203,.jpg
32,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M06.jpg,ZONI_SDCK_M06.jpg,else,zonistium,,,,,,,,6465,2252,.jpg
33,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M09.jpg,ZONI_SDCK_M09.jpg,else,zonistium,,,,,,,,6367,2175,.jpg
34,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M12.jpg,ZONI_SDCK_M12.jpg,else,zonistium,,,,,,,,6448,2189,.jpg
35,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F12.jpg,ZONI_SDCK_F12.jpg,else,zonistium,,,,,,,,6489,2271,.jpg
36,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M08.jpg,ZONI_SDCK_M08.jpg,else,zonistium,,,,,,,,6291,2408,.jpg
37,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M03.jpg,ZONI_SDCK_M03.jpg,else,zonistium,,,,,,,,6529,2192,.jpg
38,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_F06.jpg,ZONI_SDCK_F06.jpg,else,zonistium,,,,,,,,6547,2500,.jpg
39,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonistium/ZONI_SDCK_M05.jpg,ZONI_SDCK_M05.jpg,else,zonistium,,,,,,,,6475,2318,.jpg
40,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F08.jpg,ZONA_LNCK_F08.jpg,else,zonale,,,,,,,,6064,2206,.jpg
41,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F01.jpg,ZONA_LNCK_F01.jpg,else,zonale,,,,,,,,5720,1907,.jpg
42,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F17.jpg,ZONA_LNCK_F17.jpg,else,zonale,,,,,,,,6232,2259,.jpg
43,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F12.jpg,ZONA_MFKR_F12.jpg,else,zonale,,,,,,,,6377,2260,.jpg
44,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F07.jpg,ZONA_MFKR_F07.jpg,else,zonale,,,,,,,,6521,2445,.jpg
45,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F02.jpg,ZONA_MFKR_F02.jpg,else,zonale,,,,,,,,6493,2395,.jpg
46,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F03.jpg,ZONA_MFKR_F03.jpg,else,zonale,,,,,,,,6489,2392,.jpg
47,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F01.jpg,ZONA_MFKR_F01.jpg,else,zonale,,,,,,,,6346,2598,.jpg
48,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F10.jpg,ZONA_MFKR_F10.jpg,else,zonale,,,,,,,,6466,2427,.jpg
49,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M06.jpg,ZONA_MFKR_M06.jpg,else,zonale,,,,,,,,6488,2323,.jpg
50,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M02.jpg,ZONA_LNCK_M02.jpg,else,zonale,,,,,,,,6380,2283,.jpg
51,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F02.jpg,ZONA_LNCK_F02.jpg,else,zonale,,,,,,,,6183,2194,.jpg
52,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M08.jpg,ZONA_MFKR_M08.jpg,else,zonale,,,,,,,,6633,2253,.jpg
53,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F11.jpg,ZONA_MFKR_F11.jpg,else,zonale,,,,,,,,6346,2480,.jpg
54,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M07.jpg,ZONA_MFKR_M07.jpg,else,zonale,,,,,,,,6259,2351,.jpg
55,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_FRCT_M17.jpg,ZONA_FRCT_M17.jpg,else,zonale,,,,,,,,6389,2346,.jpg
56,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M04.jpg,ZONA_LNCK_M04.jpg,else,zonale,,,,,,,,6412,2437,.jpg
57,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F12.jpg,ZONA_LNCK_F12.jpg,else,zonale,,,,,,,,6297,2291,.jpg
58,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F09.jpg,ZONA_LNCK_F09.jpg,else,zonale,,,,,,,,6458,2239,.jpg
59,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F05.jpg,ZONA_LNCK_F05.jpg,else,zonale,,,,,,,,6580,2332,.jpg
60,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M05.jpg,ZONA_MFKR_M05.jpg,else,zonale,,,,,,,,6622,2382,.jpg
61,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M03.jpg,ZONA_LNCK_M03.jpg,else,zonale,,,,,,,,6444,2298,.jpg
62,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F08.jpg,ZONA_MFKR_F08.jpg,else,zonale,,,,,,,,6298,2446,.jpg
63,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M02.jpg,ZONA_MFKR_M02.jpg,else,zonale,,,,,,,,6526,2576,.jpg
64,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F05.jpg,ZONA_MFKR_F05.jpg,else,zonale,,,,,,,,6377,2434,.jpg
65,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F04.jpg,ZONA_MFKR_F04.jpg,else,zonale,,,,,,,,6488,2629,.jpg
66,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M04.jpg,ZONA_MFKR_M04.jpg,else,zonale,,,,,,,,6077,2340,.jpg
67,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M10.jpg,ZONA_MFKR_M10.jpg,else,zonale,,,,,,,,6575,2728,.jpg
68,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F10.jpg,ZONA_LNCK_F10.jpg,else,zonale,,,,,,,,6292,2243,.jpg
69,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M08.jpg,ZONA_LNCK_M08.jpg,else,zonale,,,,,,,,6475,2328,.jpg
70,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F16.jpg,ZONA_LNCK_F16.jpg,else,zonale,,,,,,,,6368,2436,.jpg
71,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F09.jpg,ZONA_MFKR_F09.jpg,else,zonale,,,,,,,,6283,2518,.jpg
72,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F11.jpg,ZONA_LNCK_F11.jpg,else,zonale,,,,,,,,6515,2452,.jpg
73,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M07.jpg,ZONA_LNCK_M07.jpg,else,zonale,,,,,,,,6400,2241,.jpg
74,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_F06.jpg,ZONA_MFKR_F06.jpg,else,zonale,,,,,,,,6512,2174,.jpg
75,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F14.jpg,ZONA_LNCK_F14.jpg,else,zonale,,,,,,,,6413,2084,.jpg
76,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M06.jpg,ZONA_LNCK_M06.jpg,else,zonale,,,,,,,,6146,2288,.jpg
77,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M09.jpg,ZONA_MFKR_M09.jpg,else,zonale,,,,,,,,6571,2370,.jpg
78,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F06.jpg,ZONA_LNCK_F06.jpg,else,zonale,,,,,,,,6531,2515,.jpg
79,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M03.jpg,ZONA_MFKR_M03.jpg,else,zonale,,,,,,,,6382,2460,.jpg
80,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_MFKR_M01.jpg,ZONA_MFKR_M01.jpg,else,zonale,,,,,,,,6588,2340,.jpg
81,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F13.jpg,ZONA_LNCK_F13.jpg,else,zonale,,,,,,,,6193,1847,.jpg
82,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M01.jpg,ZONA_LNCK_M01.jpg,else,zonale,,,,,,,,6361,2575,.jpg
83,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F07.jpg,ZONA_LNCK_F07.jpg,else,zonale,,,,,,,,6387,1880,.jpg
84,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F15.jpg,ZONA_LNCK_F15.jpg,else,zonale,,,,,,,,6323,2399,.jpg
85,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_M05.jpg,ZONA_LNCK_M05.jpg,else,zonale,,,,,,,,6287,2305,.jpg
86,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F03.jpg,ZONA_LNCK_F03.jpg,else,zonale,,,,,,,,6297,2413,.jpg
87,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_FRCT_M18.jpg,ZONA_FRCT_M18.jpg,else,zonale,,,,,,,,5935,2166,.jpg
88,/home/durrmeyer/Images/Poissons/JPEG Cropped/zonale/ZONA_LNCK_F18.jpg,ZONA_LNCK_F18.jpg,else,zonale,,,,,,,,6404,1880,.jpg
89,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M02_0.jpg,GRAC_BRCK_M02_0.jpg,else,gracile,,,,,,,,6453,2269,.jpg
90,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M08.jpg,GRAC_BRCK_M08.jpg,else,gracile,,,,,,,,6378,2372,.jpg
91,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M01.jpg,GRAC_BRCK_M01.jpg,else,gracile,,,,,,,,6676,2411,.jpg
92,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M04.jpg,GRAC_EMBR_M04.jpg,else,gracile,,,,,,,,5897,1951,.jpg
93,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M01_0.jpg,GRAC_BRCK_M01_0.jpg,else,gracile,,,,,,,,6352,2259,.jpg
94,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F08.jpg,GRAC_EMBR_F08.jpg,else,gracile,,,,,,,,6077,1897,.jpg
95,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_F05.jpg,GRAC_UNKN_F05.jpg,else,gracile,,,,,,,,6445,1903,.jpg
96,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M05.jpg,GRAC_UNKN_M05.jpg,else,gracile,,,,,,,,6576,2465,.jpg
97,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M03.jpg,GRAC_BRCK_M03.jpg,else,gracile,,,,,,,,6483,2202,.jpg
98,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M04.jpg,GRAC_UNKN_M04.jpg,else,gracile,,,,,,,,6440,2199,.jpg
99,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F06.jpg,GRAC_EMBR_F06.jpg,else,gracile,,,,,,,,5988,2260,.jpg
100,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M06.jpg,GRAC_UNKN_M06.jpg,else,gracile,,,,,,,,6434,2394,.jpg
101,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M03.jpg,GRAC_UNKN_M03.jpg,else,gracile,,,,,,,,6488,2412,.jpg
102,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M02.jpg,GRAC_BRCK_M02.jpg,else,gracile,,,,,,,,6557,2329,.jpg
103,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M11.jpg,GRAC_UNKN_M11.jpg,else,gracile,,,,,,,,6476,2057,.jpg
104,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M10.jpg,GRAC_EMBR_M10.jpg,else,gracile,,,,,,,,5668,1801,.jpg
105,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M01.jpg,GRAC_EMBR_M01.jpg,else,gracile,,,,,,,,5710,1931,.jpg
106,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M09.jpg,GRAC_BRCK_M09.jpg,else,gracile,,,,,,,,6467,2372,.jpg
107,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M08.jpg,GRAC_EMBR_M08.jpg,else,gracile,,,,,,,,5998,2087,.jpg
108,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F01.jpg,GRAC_EMBR_F01.jpg,else,gracile,,,,,,,,5907,2223,.jpg
109,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_F01.jpg,GRAC_UNKN_F01.jpg,else,gracile,,,,,,,,6589,2249,.jpg
110,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F09.jpg,GRAC_EMBR_F09.jpg,else,gracile,,,,,,,,5947,2186,.jpg
111,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F02.jpg,GRAC_EMBR_F02.jpg,else,gracile,,,,,,,,5731,2099,.jpg
112,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M09.jpg,GRAC_UNKN_M09.jpg,else,gracile,,,,,,,,6495,2318,.jpg
113,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M06.jpg,GRAC_EMBR_M06.jpg,else,gracile,,,,,,,,5728,1967,.jpg
114,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_F03.jpg,GRAC_UNKN_F03.jpg,else,gracile,,,,,,,,6666,2582,.jpg
115,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F07.jpg,GRAC_EMBR_F07.jpg,else,gracile,,,,,,,,5696,2033,.jpg
116,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M02.jpg,GRAC_UNKN_M02.jpg,else,gracile,,,,,,,,6453,2178,.jpg
117,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M07.jpg,GRAC_UNKN_M07.jpg,else,gracile,,,,,,,,6637,2421,.jpg
118,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F03.jpg,GRAC_EMBR_F03.jpg,else,gracile,,,,,,,,5995,2231,.jpg
119,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M07.jpg,GRAC_BRCK_M07.jpg,else,gracile,,,,,,,,6606,2273,.jpg
120,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M07.jpg,GRAC_EMBR_M07.jpg,else,gracile,,,,,,,,5482,1891,.jpg
121,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F04.jpg,GRAC_EMBR_F04.jpg,else,gracile,,,,,,,,5706,2059,.jpg
122,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M06.jpg,GRAC_BRCK_M06.jpg,else,gracile,,,,,,,,6397,2429,.jpg
123,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_F03.jpg,GRAC_BRCK_F03.jpg,else,gracile,,,,,,,,6543,2350,.jpg
124,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M05.jpg,GRAC_BRCK_M05.jpg,else,gracile,,,,,,,,6552,2423,.jpg
125,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M02.jpg,GRAC_EMBR_M02.jpg,else,gracile,,,,,,,,5783,1974,.jpg
126,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_F02.jpg,GRAC_UNKN_F02.jpg,else,gracile,,,,,,,,6578,2585,.jpg
127,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F10.jpg,GRAC_EMBR_F10.jpg,else,gracile,,,,,,,,5964,2046,.jpg
128,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M05.jpg,GRAC_EMBR_M05.jpg,else,gracile,,,,,,,,5866,2057,.jpg
129,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M03.jpg,GRAC_EMBR_M03.jpg,else,gracile,,,,,,,,6053,2219,.jpg
130,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_F04.jpg,GRAC_UNKN_F04.jpg,else,gracile,,,,,,,,6356,2083,.jpg
131,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M10.jpg,GRAC_UNKN_M10.jpg,else,gracile,,,,,,,,6544,2442,.jpg
132,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_M09.jpg,GRAC_EMBR_M09.jpg,else,gracile,,,,,,,,5987,2128,.jpg
133,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M10.jpg,GRAC_BRCK_M10.jpg,else,gracile,,,,,,,,6386,2574,.jpg
134,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_M04.jpg,GRAC_BRCK_M04.jpg,else,gracile,,,,,,,,6483,2154,.jpg
135,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M08.jpg,GRAC_UNKN_M08.jpg,else,gracile,,,,,,,,6397,2350,.jpg
136,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_EMBR_F05.jpg,GRAC_EMBR_F05.jpg,else,gracile,,,,,,,,6020,1713,.jpg
137,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_BRCK_F04.jpg,GRAC_BRCK_F04.jpg,else,gracile,,,,,,,,6432,2190,.jpg
138,/home/durrmeyer/Images/Poissons/JPEG Cropped/gracile/GRAC_UNKN_M01.jpg,GRAC_UNKN_M01.jpg,else,gracile,,,,,,,,6246,1989,.jpg
139,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M05.jpg,PRYG_OTCK_M05.jpg,else,pyrrhogaster,,,,,,,,6387,2329,.jpg
140,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M04.jpg,PRYG_OTCK_M04.jpg,else,pyrrhogaster,,,,,,,,6355,2130,.jpg
141,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_F06.jpg,PRYG_OTCK_F06.jpg,else,pyrrhogaster,,,,,,,,6554,2536,.jpg
142,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M03.jpg,PRYG_OTCK_M03.jpg,else,pyrrhogaster,,,,,,,,6523,1858,.jpg
143,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_F05.jpg,PRYG_OTCK_F05.jpg,else,pyrrhogaster,,,,,,,,6573,2289,.jpg
144,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M01.jpg,PRYG_OTCK_M01.jpg,else,pyrrhogaster,,,,,,,,6588,2147,.jpg
145,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PYRG_OTCK_M11.jpg,PYRG_OTCK_M11.jpg,else,pyrrhogaster,,,,,,,,6481,2075,.jpg
146,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_F10.jpg,PRYG_OTCK_F10.jpg,else,pyrrhogaster,,,,,,,,6661,2177,.jpg
147,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M07.jpg,PRYG_OTCK_M07.jpg,else,pyrrhogaster,,,,,,,,6663,2404,.jpg
148,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_M06.jpg,PRYG_OTCK_M06.jpg,else,pyrrhogaster,,,,,,,,6581,2389,.jpg
149,/home/durrmeyer/Images/Poissons/JPEG Cropped/pyrrhogaster/PRYG_OTCK_F08.jpg,PRYG_OTCK_F08.jpg,else,pyrrhogaster,,,,,,,,6391,2181,.jpg
