,Image_path,filename,type,folder,habitat,color_control,tv_loss,layers,sex,fish_n,species,img_width,img_height,image_extension
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F02.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F02.tif,ZONA_LNCK_F02.tif,original fish,zonale,,,,,F,02,zonale,417,257,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F01.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F01.tif,ZONA_MFKR_F01.tif,original fish,zonale,,,,,F,01,zonale,483,292,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M09.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M09.tif,ZONA_MFKR_M09.tif,original fish,zonale,,,,,M,09,zonale,515,310,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F10.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F10.tif,ZONA_LNCK_F10.tif,original fish,zonale,,,,,F,10,zonale,477,303,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F12.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F12.tif,ZONA_MFKR_F12.tif,original fish,zonale,,,,,F,12,zonale,424,283,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M01.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M01.tif,ZONA_MFKR_M01.tif,original fish,zonale,,,,,M,01,zonale,530,323,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F16.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F16.tif,ZONA_LNCK_F16.tif,original fish,zonale,,,,,F,16,zonale,437,281,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M06.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M06.tif,ZONA_LNCK_M06.tif,original fish,zonale,,,,,M,06,zonale,447,298,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M09.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M09.tif,ZONA_LNCK_M09.tif,original fish,zonale,,,,,M,09,zonale,487,329,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F01.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F01.tif,ZONA_LNCK_F01.tif,original fish,zonale,,,,,F,01,zonale,428,253,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F06.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F06.tif,ZONA_MFKR_F06.tif,original fish,zonale,,,,,F,06,zonale,476,292,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F12.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F12.tif,ZONA_LNCK_F12.tif,original fish,zonale,,,,,F,12,zonale,495,271,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M10.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M10.tif,ZONA_MFKR_M10.tif,original fish,zonale,,,,,M,10,zonale,487,345,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F02.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F02.tif,ZONA_FRCT_F02.tif,original fish,zonale,,,,,F,02,zonale,487,281,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M03.tif,ZONA_MFKR_M03.tif,original fish,zonale,,,,,M,03,zonale,460,304,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M02.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M02.tif,ZONA_LNCK_M02.tif,original fish,zonale,,,,,M,02,zonale,526,313,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M14.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M14.tif,ZONA_FRCT_M14.tif,original fish,zonale,,,,,M,14,zonale,495,293,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M05.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M05.tif,ZONA_LNCK_M05.tif,original fish,zonale,,,,,M,05,zonale,481,326,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M10.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M10.tif,ZONA_FRCT_M10.tif,original fish,zonale,,,,,M,10,zonale,502,328,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F03.tif,ZONA_MFKR_F03.tif,original fish,zonale,,,,,F,03,zonale,493,299,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M13.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M13.tif,ZONA_FRCT_M13.tif,original fish,zonale,,,,,M,13,zonale,518,267,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F11.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F11.tif,ZONA_LNCK_F11.tif,original fish,zonale,,,,,F,11,zonale,489,312,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F10.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F10.tif,ZONA_MFKR_F10.tif,original fish,zonale,,,,,F,10,zonale,491,303,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M10.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M10.tif,ZONA_LNCK_M10.tif,original fish,zonale,,,,,M,10,zonale,510,334,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F05.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F05.tif,ZONA_MFKR_F05.tif,original fish,zonale,,,,,F,05,zonale,484,297,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M15.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M15.tif,ZONA_FRCT_M15.tif,original fish,zonale,,,,,M,15,zonale,438,262,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M04.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M04.tif,ZONA_LNCK_M04.tif,original fish,zonale,,,,,M,04,zonale,540,327,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M02.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M02.tif,ZONA_FRCT_M02.tif,original fish,zonale,,,,,M,02,zonale,467,293,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F14.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F14.tif,ZONA_LNCK_F14.tif,original fish,zonale,,,,,F,14,zonale,480,293,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_M07.tif,ZONA_MFKR_M07.tif,original fish,zonale,,,,,M,07,zonale,479,286,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F03.tif,ZONA_LNCK_F03.tif,original fish,zonale,,,,,F,03,zonale,458,297,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F09.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F09.tif,ZONA_LNCK_F09.tif,original fish,zonale,,,,,F,09,zonale,500,297,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F06.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F06.tif,ZONA_LNCK_F06.tif,original fish,zonale,,,,,F,06,zonale,462,297,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F05.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F05.tif,ZONA_LNCK_F05.tif,original fish,zonale,,,,,F,05,zonale,547,274,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M09.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M09.tif,ZONA_FRCT_M09.tif,original fish,zonale,,,,,M,09,zonale,480,281,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M04.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M04.tif,ZONA_FRCT_M04.tif,original fish,zonale,,,,,M,04,zonale,450,303,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F03.tif,ZONA_FRCT_F03.tif,original fish,zonale,,,,,F,03,zonale,471,261,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F01.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F01.tif,ZONA_FRCT_F01.tif,original fish,zonale,,,,,F,01,zonale,545,253,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M11.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M11.tif,ZONA_LNCK_M11.tif,original fish,zonale,,,,,M,11,zonale,439,282,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M18.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M18.tif,ZONA_FRCT_M18.tif,original fish,zonale,,,,,M,18,zonale,436,297,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F08.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F08.tif,ZONA_LNCK_F08.tif,original fish,zonale,,,,,F,08,zonale,496,257,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F05.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F05.tif,ZONA_FRCT_F05.tif,original fish,zonale,,,,,F,05,zonale,432,307,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M07.tif,ZONA_LNCK_M07.tif,original fish,zonale,,,,,M,07,zonale,512,310,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M05.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M05.tif,ZONA_FRCT_M05.tif,original fish,zonale,,,,,M,05,zonale,479,313,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M16.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M16.tif,ZONA_FRCT_M16.tif,original fish,zonale,,,,,M,16,zonale,515,303,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M03.tif,ZONA_FRCT_M03.tif,original fish,zonale,,,,,M,03,zonale,493,330,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M03.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M03.tif,ZONA_LNCK_M03.tif,original fish,zonale,,,,,M,03,zonale,512,306,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F07.tif,ZONA_FRCT_F07.tif,original fish,zonale,,,,,F,07,zonale,510,288,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M08.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_M08.tif,ZONA_LNCK_M08.tif,original fish,zonale,,,,,M,08,zonale,504,292,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F07.tif,ZONA_MFKR_F07.tif,original fish,zonale,,,,,F,07,zonale,540,285,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M11.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M11.tif,ZONA_FRCT_M11.tif,original fish,zonale,,,,,M,11,zonale,446,270,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F07.tif,ZONA_LNCK_F07.tif,original fish,zonale,,,,,F,07,zonale,509,283,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F04.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_F04.tif,ZONA_FRCT_F04.tif,original fish,zonale,,,,,F,04,zonale,457,271,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M01.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M01.tif,ZONA_FRCT_M01.tif,original fish,zonale,,,,,M,01,zonale,426,336,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M08.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M08.tif,ZONA_FRCT_M08.tif,original fish,zonale,,,,,M,08,zonale,452,340,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F04.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F04.tif,ZONA_MFKR_F04.tif,original fish,zonale,,,,,F,04,zonale,434,309,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M06.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M06.tif,ZONA_FRCT_M06.tif,original fish,zonale,,,,,M,06,zonale,488,309,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F02.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_MFKR_F02.tif,ZONA_MFKR_F02.tif,original fish,zonale,,,,,F,02,zonale,483,294,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F04.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F04.tif,ZONA_LNCK_F04.tif,original fish,zonale,,,,,F,04,zonale,470,255,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F13.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_LNCK_F13.tif,ZONA_LNCK_F13.tif,original fish,zonale,,,,,F,13,zonale,451,271,.tif
/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M07.tif,/home/durrmeyer/Images/Crops/zonale/ZONA_FRCT_M07.tif,ZONA_FRCT_M07.tif,original fish,zonale,,,,,M,07,zonale,509,323,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M11.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M11.tif,CAMR_SFKR_M11.tif,original fish,camurum,,,,,M,11,camurum,495,350,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F03.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F03.tif,CAMR_MFVR_F03.tif,original fish,camurum,,,,,F,03,camurum,455,342,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M09.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M09.tif,CAMR_MFKR_M09.tif,original fish,camurum,,,,,M,09,camurum,488,357,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M10.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M10.tif,CAMR_MFKR_M10.tif,original fish,camurum,,,,,M,10,camurum,493,352,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F03.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F03.tif,CAMR_MFKR_F03.tif,original fish,camurum,,,,,F,03,camurum,516,345,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M10.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M10.tif,CAMR_SFKR_M10.tif,original fish,camurum,,,,,M,10,camurum,448,324,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M06.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M06.tif,CAMR_SFKR_M06.tif,original fish,camurum,,,,,M,06,camurum,527,384,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M04.tif,CAMR_SFKR_M04.tif,original fish,camurum,,,,,M,04,camurum,529,378,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F10.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F10.tif,CAMR_SFKR_F10.tif,original fish,camurum,,,,,F,10,camurum,473,357,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F05.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F05.tif,CAMR_SFKR_F05.tif,original fish,camurum,,,,,F,05,camurum,456,344,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M06.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M06.tif,CAMR_MFKR_M06.tif,original fish,camurum,,,,,M,06,camurum,527,379,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F02.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F02.tif,CAMR_SFKR_F02.tif,original fish,camurum,,,,,F,02,camurum,486,357,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F12.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F12.tif,CAMR_SFKR_F12.tif,original fish,camurum,,,,,F,12,camurum,492,346,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F07.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F07.tif,CAMR_MFVR_F07.tif,original fish,camurum,,,,,F,07,camurum,485,328,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F02.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F02.tif,CAMR_MFVR_F02.tif,original fish,camurum,,,,,F,02,camurum,502,352,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M10.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M10.tif,CAMR_MFVR_M10.tif,original fish,camurum,,,,,M,10,camurum,412,317,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F04.tif,CAMR_MFKR_F04.tif,original fish,camurum,,,,,F,04,camurum,536,329,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F01.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F01.tif,CAMR_MFVR_F01.tif,original fish,camurum,,,,,F,01,camurum,497,297,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M09.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M09.tif,CAMR_MFVR_M09.tif,original fish,camurum,,,,,M,09,camurum,427,326,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F03.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F03.tif,CAMR_SFKR_F03.tif,original fish,camurum,,,,,F,03,camurum,512,357,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M09.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M09.tif,CAMR_SFKR_M09.tif,original fish,camurum,,,,,M,09,camurum,474,364,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M01.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M01.tif,CAMR_SFKR_M01.tif,original fish,camurum,,,,,M,01,camurum,514,347,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M06.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M06.tif,CAMR_MFVR_M06.tif,original fish,camurum,,,,,M,06,camurum,561,335,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F09.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F09.tif,CAMR_SFKR_F09.tif,original fish,camurum,,,,,F,09,camurum,486,336,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M11.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M11.tif,CAMR_MFKR_M11.tif,original fish,camurum,,,,,M,11,camurum,510,330,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F04.tif,CAMR_MFVR_F04.tif,original fish,camurum,,,,,F,04,camurum,488,371,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M05.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M05.tif,CAMR_MFVR_M05.tif,original fish,camurum,,,,,M,05,camurum,526,379,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F09.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F09.tif,CAMR_MFVR_F09.tif,original fish,camurum,,,,,F,09,camurum,482,316,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M04.tif,CAMR_MFVR_M04.tif,original fish,camurum,,,,,M,04,camurum,534,365,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M07.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M07.tif,CAMR_SFKR_M07.tif,original fish,camurum,,,,,M,07,camurum,498,367,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F05.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F05.tif,CAMR_MFKR_F05.tif,original fish,camurum,,,,,F,05,camurum,517,332,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F04.tif,CAMR_SFKR_F04.tif,original fish,camurum,,,,,F,04,camurum,452,331,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F02.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F02.tif,CAMR_MFKR_F02.tif,original fish,camurum,,,,,F,02,camurum,458,365,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F07.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_F07.tif,CAMR_MFKR_F07.tif,original fish,camurum,,,,,F,07,camurum,515,331,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M04.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M04.tif,CAMR_MFKR_M04.tif,original fish,camurum,,,,,M,04,camurum,506,354,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F06.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_F06.tif,CAMR_MFVR_F06.tif,original fish,camurum,,,,,F,06,camurum,527,340,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M03.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M03.tif,CAMR_SFKR_M03.tif,original fish,camurum,,,,,M,03,camurum,498,351,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M02.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M02.tif,CAMR_MFKR_M02.tif,original fish,camurum,,,,,M,02,camurum,470,392,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M03.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M03.tif,CAMR_MFKR_M03.tif,original fish,camurum,,,,,M,03,camurum,552,370,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M08.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M08.tif,CAMR_MFVR_M08.tif,original fish,camurum,,,,,M,08,camurum,466,344,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M02.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M02.tif,CAMR_MFVR_M02.tif,original fish,camurum,,,,,M,02,camurum,485,394,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M05.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_M05.tif,CAMR_SFKR_M05.tif,original fish,camurum,,,,,M,05,camurum,556,336,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F06.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_SFKR_F06.tif,CAMR_SFKR_F06.tif,original fish,camurum,,,,,F,06,camurum,548,345,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M07.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFVR_M07.tif,CAMR_MFVR_M07.tif,original fish,camurum,,,,,M,07,camurum,504,352,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M08.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M08.tif,CAMR_MFKR_M08.tif,original fish,camurum,,,,,M,08,camurum,486,349,.tif
/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M07.tif,/home/durrmeyer/Images/Crops/camurum/CAMR_MFKR_M07.tif,CAMR_MFKR_M07.tif,original fish,camurum,,,,,M,07,camurum,551,336,.tif
